project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
1072,28.0,Male,68814.0,11,3,Eclectic,Urban,5.0,7.0,1,Medium,3067,1986,6178,26564,19,8,Neutral,Scarce,1,1,3,Yes,176801.0
1073,25.0,Female,50607.0,13,3,Minimalist,Urban,6.0,15.0,1,Low,2979,4249,3120,39469,8,6,Negative,Scarce,2,4,2,Yes,89647.0
1074,32.0,Male,12812.0,23,2,Eclectic,Urban,10.0,19.0,1,Medium,19120,8559,7658,25401,14,4,Positive,Not available,1,4,2,No,81629.0
1075,53.0,Female,66844.0,5,6,Modern,Urban,7.0,16.0,3,Medium,19302,3003,1371,12780,22,7,Neutral,Available,4,2,5,No,78082.0
1076,63.0,Other,,6,2,Eclectic,Suburban,10.0,13.0,1,Low,1700,8355,2331,11694,9,14,Neutral,Scarce,3,4,1,No,62804.0
1077,27.0,Other,,14,8,Minimalist,Suburban,7.0,5.0,1,Low,5046,7555,5669,5809,17,13,Positive,Scarce,3,3,3,No,57006.0
1078,,Other,48798.0,12,8,Traditional,Rural,4.0,3.0,2,Medium,3073,899,1549,17562,6,5,Positive,Available,3,2,2,No,157656.0
1079,34.0,Female,79601.0,4,5,Traditional,Urban,6.0,3.0,1,Low,12945,4882,1595,48160,4,9,Negative,Not available,3,1,5,No,129582.0
1080,34.0,Male,13275.0,23,7,Modern,Rural,7.0,19.0,1,Low,17778,2039,7108,33441,4,3,Neutral,Not available,5,1,1,No,196663.0
1081,43.0,Male,55574.0,6,4,Traditional,Rural,5.0,14.0,4,Low,4048,8928,3856,41539,19,10,Negative,Not available,5,2,1,No,155433.0
1082,58.0,Male,52857.0,10,1,Eclectic,Urban,,16.0,3,Low,1522,7685,627,2929,12,15,Neutral,Available,4,4,1,Yes,85020.0
1083,57.0,Female,,18,2,Modern,Suburban,2.0,17.0,4,Medium,12101,5410,1096,30617,2,17,Positive,Scarce,2,4,2,Yes,183943.0
1084,47.0,Female,44464.0,15,4,Minimalist,Suburban,7.0,4.0,2,High,9741,9619,5599,48074,17,6,Negative,Available,1,1,2,No,135328.0
1085,52.0,Female,,8,1,Modern,Urban,6.0,13.0,3,Medium,18852,5009,3161,15244,15,3,Neutral,Scarce,1,3,1,No,19101.0
1086,56.0,Female,98330.0,9,8,Modern,Urban,1.0,8.0,3,High,13674,6551,5060,33879,10,18,Neutral,Scarce,5,4,2,Yes,178846.0
1087,31.0,Female,99319.0,5,9,Contemporary,Suburban,4.0,,4,High,18805,6652,3093,45179,3,5,Positive,Not available,3,3,1,Yes,178773.0
1088,53.0,Male,87534.0,10,4,Contemporary,Urban,3.0,5.0,3,High,1285,9111,3394,12116,20,13,Positive,Not available,4,4,4,Yes,18261.0
1089,32.0,Female,18869.0,20,3,Modern,Urban,3.0,,4,Medium,12957,4624,3277,23418,4,1,Neutral,Not available,2,2,2,Yes,149281.0
1090,25.0,Female,65315.0,6,2,Traditional,Urban,7.0,15.0,1,Medium,8108,2895,1262,16707,22,17,Positive,Available,5,5,3,No,33647.0
1091,27.0,Male,98688.0,16,5,Contemporary,Suburban,,2.0,4,Medium,15990,9352,6025,18765,1,3,Positive,Not available,4,1,2,Yes,144293.0
1092,48.0,Female,25954.0,3,3,Minimalist,Rural,4.0,11.0,3,Medium,18829,4450,5789,36895,1,19,Negative,Available,4,2,1,Yes,183905.0
1093,47.0,Male,36555.0,10,7,Eclectic,Rural,8.0,13.0,3,Medium,6837,949,1568,14100,18,12,Neutral,Not available,5,4,3,Yes,90413.0
1094,32.0,Male,68353.0,11,6,Contemporary,Urban,9.0,10.0,2,High,16032,879,5579,24867,4,8,Negative,Not available,4,1,5,Yes,30557.0
1095,,Other,87190.0,11,1,Modern,Suburban,3.0,3.0,2,Medium,2466,9942,672,44971,23,8,Positive,Not available,3,5,3,No,143598.0
1096,27.0,Other,50026.0,17,8,Traditional,Urban,5.0,,2,High,10106,7785,4680,2208,22,15,Neutral,Available,4,5,3,Yes,108585.0
1097,57.0,Other,51976.0,4,2,Eclectic,Suburban,4.0,3.0,2,Medium,9479,2801,2868,45085,15,11,Positive,Scarce,2,4,2,No,137323.0
1098,52.0,Other,85578.0,4,5,Contemporary,Urban,10.0,,3,Medium,11280,8210,7917,1036,23,1,Positive,Available,4,1,3,No,
1099,32.0,Female,,17,9,Traditional,Suburban,6.0,13.0,2,Low,6932,6292,7140,19212,21,16,Neutral,Available,1,4,3,No,190564.0
1100,,Other,50095.0,9,8,Traditional,Suburban,10.0,10.0,4,High,10996,9418,5202,12252,22,14,Positive,Available,4,5,1,No,
1101,59.0,Male,,19,2,Traditional,Rural,4.0,19.0,1,Medium,2178,7716,5042,20725,10,7,Negative,Scarce,5,2,2,No,116688.0
1102,56.0,Female,35908.0,5,9,Modern,Urban,8.0,8.0,3,Medium,3551,5405,3993,8006,17,6,Neutral,Available,1,2,1,Yes,115990.0
1103,48.0,Other,20523.0,22,5,Minimalist,Rural,3.0,18.0,2,Medium,17025,6499,1904,48835,22,4,Positive,Not available,5,3,2,No,34146.0
1104,38.0,Male,67433.0,6,6,Traditional,Rural,5.0,3.0,3,Low,10780,9107,6579,25059,12,8,Positive,Scarce,2,5,5,Yes,57318.0
1105,56.0,Female,,3,3,Eclectic,Suburban,,17.0,2,High,11148,7622,395,6347,20,19,Positive,Available,3,5,3,Yes,42638.0
1106,40.0,Female,24991.0,22,3,Contemporary,Urban,6.0,,3,Medium,10967,1099,7586,33171,12,3,Neutral,Available,2,4,2,No,6147.0
1107,28.0,Other,15775.0,1,8,Eclectic,Suburban,5.0,10.0,2,Medium,5862,7788,7841,29517,16,4,Negative,Scarce,1,3,3,No,138919.0
1108,61.0,Female,82801.0,20,2,Modern,Suburban,8.0,2.0,1,Medium,10179,8421,4669,25274,5,13,Positive,Available,3,3,3,Yes,
1109,45.0,Male,89995.0,22,2,Modern,Suburban,9.0,12.0,2,Low,6855,2067,4241,34577,16,2,Positive,Scarce,4,1,4,No,65335.0
1110,38.0,Female,66250.0,16,5,Eclectic,Urban,8.0,6.0,4,Medium,18587,1594,7321,28648,17,11,Positive,Not available,1,4,1,No,
1111,,Male,21673.0,23,6,Minimalist,Urban,8.0,2.0,3,High,2119,6691,7293,5118,23,16,Neutral,Available,3,2,2,No,69347.0
1112,42.0,Female,32056.0,11,2,Modern,Suburban,3.0,3.0,3,High,4975,1958,1500,18910,15,10,Positive,Available,5,1,5,Yes,
1113,31.0,Other,11614.0,13,5,Modern,Urban,4.0,17.0,4,High,13919,9900,4244,14083,13,15,Positive,Not available,3,3,4,Yes,179892.0
1114,34.0,Male,12415.0,10,7,Eclectic,Suburban,4.0,7.0,4,High,10602,8546,6168,14187,8,10,Positive,Available,5,2,1,No,121830.0
1115,31.0,Female,93691.0,3,8,Modern,Urban,5.0,5.0,1,Medium,13695,5434,5179,1424,21,2,Neutral,Available,5,5,5,No,162148.0
1116,57.0,Female,48884.0,9,7,Minimalist,Urban,9.0,1.0,3,Low,2292,1854,5696,27641,2,6,Negative,Scarce,3,4,5,No,166824.0
1117,47.0,Female,21964.0,12,8,Minimalist,Rural,9.0,8.0,1,Low,10386,6973,7605,35750,8,14,Neutral,Available,2,3,3,Yes,196605.0
1118,45.0,Male,42726.0,23,9,Minimalist,Suburban,10.0,12.0,3,Low,11140,8904,431,16918,10,2,Negative,Not available,2,5,1,No,21003.0
1119,43.0,Male,42044.0,14,5,Contemporary,Rural,1.0,,3,Medium,19601,4394,3415,24154,7,10,Negative,Available,5,3,4,No,22710.0
1120,43.0,Male,62149.0,1,5,Minimalist,Rural,8.0,16.0,1,Low,12772,8532,7590,49166,10,17,Neutral,Scarce,1,2,2,No,70657.0
1121,60.0,Other,42544.0,18,4,Minimalist,Suburban,1.0,,3,High,7590,3463,7603,12992,4,8,Positive,Not available,3,1,2,No,173153.0
1122,53.0,Other,54976.0,17,9,Contemporary,Suburban,2.0,,3,Medium,14977,3542,1690,35001,11,16,Negative,Not available,1,2,4,Yes,186300.0
1123,42.0,Male,37252.0,9,5,Traditional,Urban,,15.0,1,Low,18401,7473,6816,43757,9,14,Positive,Not available,2,4,3,No,117286.0
1124,26.0,Female,8832.0,9,2,Modern,Suburban,8.0,10.0,2,High,6176,7639,1449,15546,4,10,Negative,Not available,1,4,3,No,25655.0
1125,,Other,95811.0,23,8,Minimalist,Rural,1.0,7.0,1,High,13399,7430,3810,42524,3,13,Positive,Scarce,4,3,5,Yes,144555.0
1126,29.0,Male,85437.0,10,7,Modern,Rural,3.0,3.0,3,Medium,7647,2232,6206,4019,11,1,Positive,Scarce,4,2,1,No,45094.0
1127,44.0,Female,39148.0,19,8,Eclectic,Suburban,7.0,2.0,4,Medium,7015,8370,6426,2304,3,10,Neutral,Scarce,2,1,5,No,177522.0
1128,35.0,Other,66240.0,15,3,Modern,Rural,9.0,6.0,2,Low,16845,5840,3947,47912,18,12,Positive,Scarce,1,4,2,Yes,123116.0
1129,26.0,Female,93454.0,5,4,Contemporary,Urban,,9.0,4,Low,19473,5611,1107,17832,19,17,Negative,Available,3,1,4,No,161281.0
1130,27.0,Female,90076.0,15,5,Modern,Rural,8.0,10.0,2,Low,3056,3581,5139,23791,14,14,Positive,Scarce,2,5,1,Yes,51316.0
1131,47.0,Female,82116.0,20,6,Modern,Urban,9.0,,4,Medium,13176,8302,350,11022,11,5,Positive,Available,4,3,4,No,23556.0
1132,36.0,Female,58459.0,23,1,Modern,Rural,10.0,3.0,2,Low,11003,9962,3508,11350,2,19,Positive,Not available,2,1,1,No,164034.0
1133,44.0,Other,43402.0,2,4,Traditional,Urban,3.0,9.0,1,Low,14747,8027,5577,12818,2,5,Negative,Available,1,3,2,No,151710.0
1134,29.0,Other,62727.0,13,5,Traditional,Urban,8.0,17.0,2,High,4114,5368,355,34617,2,15,Negative,Available,1,5,2,Yes,43754.0
1135,61.0,Other,43578.0,16,7,Eclectic,Suburban,,14.0,2,High,14442,2029,3964,4962,10,13,Negative,Available,1,1,1,No,107211.0
1136,62.0,Male,95453.0,15,5,Contemporary,Urban,8.0,10.0,2,High,8383,1581,1043,5854,23,17,Positive,Scarce,5,1,3,Yes,59376.0
1137,54.0,Other,27318.0,10,1,Modern,Suburban,7.0,13.0,3,Low,2629,8494,6871,35307,15,1,Neutral,Scarce,1,5,1,Yes,149425.0
1138,33.0,Female,80715.0,14,7,Modern,Rural,8.0,12.0,4,Medium,18927,4031,4838,3944,22,14,Negative,Not available,4,2,2,Yes,90388.0
1139,58.0,Other,82787.0,10,8,Modern,Rural,1.0,1.0,1,High,19288,9843,6330,23327,12,4,Positive,Scarce,4,1,4,Yes,18771.0
1140,59.0,Female,90029.0,14,7,Modern,Rural,6.0,19.0,4,Medium,18820,1216,6769,4244,11,9,Negative,Available,5,1,5,Yes,71026.0
1141,46.0,Male,25466.0,23,4,Traditional,Urban,7.0,19.0,4,Low,4317,6729,7083,23720,17,17,Neutral,Scarce,4,4,4,Yes,132540.0
1142,48.0,Female,50475.0,9,8,Eclectic,Rural,5.0,6.0,1,Low,12251,704,6057,26090,18,3,Positive,Scarce,4,2,2,No,140335.0
1143,41.0,Female,65142.0,14,5,Minimalist,Rural,,13.0,3,High,5116,7284,3176,47023,14,13,Negative,Available,2,1,4,No,143841.0
1144,34.0,Female,90160.0,3,9,Contemporary,Suburban,7.0,19.0,2,Medium,10623,4594,379,35359,17,12,Negative,Not available,1,5,3,No,161406.0
1145,54.0,Male,31564.0,20,5,Modern,Suburban,3.0,13.0,3,High,7123,5982,6917,49536,15,16,Neutral,Scarce,2,3,3,No,168821.0
1146,47.0,Other,27412.0,16,1,Eclectic,Rural,6.0,4.0,3,Low,4061,6240,4772,8855,12,4,Negative,Not available,2,5,1,Yes,147707.0
1147,56.0,Other,,2,9,Minimalist,Rural,7.0,2.0,2,Medium,9089,7719,4240,2601,16,18,Positive,Available,4,2,4,No,70110.0
1148,41.0,Male,56001.0,10,5,Eclectic,Urban,1.0,15.0,4,High,4731,6654,3266,32952,23,3,Positive,Scarce,3,4,4,No,137976.0
1149,41.0,Female,62649.0,3,6,Traditional,Urban,2.0,12.0,2,Low,7327,5342,6776,46577,6,17,Neutral,Not available,1,4,2,Yes,75805.0
1150,38.0,Other,65957.0,11,4,Minimalist,Rural,4.0,7.0,1,High,17361,8603,7642,6690,2,1,Neutral,Not available,3,4,1,No,35968.0
1151,33.0,Male,40517.0,11,6,Eclectic,Suburban,,18.0,2,Medium,16907,9929,4028,13521,2,19,Neutral,Available,4,5,1,Yes,6650.0
1152,64.0,Other,18156.0,21,8,Traditional,Rural,10.0,13.0,4,Medium,3046,2518,4836,35610,16,4,Positive,Scarce,5,3,4,No,17467.0
1153,26.0,Male,28064.0,21,3,Eclectic,Urban,6.0,17.0,3,Medium,12332,5551,425,11483,2,17,Neutral,Not available,2,3,5,No,106495.0
1154,49.0,Female,30711.0,22,5,Eclectic,Suburban,1.0,4.0,3,Medium,6064,9209,6113,9058,8,7,Negative,Not available,4,1,4,Yes,103331.0
1155,63.0,Other,35106.0,13,2,Minimalist,Suburban,10.0,14.0,2,Medium,10445,8335,518,14704,7,2,Negative,Not available,4,3,4,No,182972.0
1156,33.0,Male,70458.0,7,2,Traditional,Urban,5.0,13.0,1,High,1722,1938,1247,6565,1,12,Positive,Not available,3,3,4,No,40518.0
1157,46.0,Other,21589.0,23,7,Modern,Rural,7.0,3.0,4,High,14289,4586,4673,44856,4,5,Negative,Not available,5,1,3,No,9357.0
1158,28.0,Other,94272.0,17,6,Contemporary,Rural,6.0,18.0,3,High,16210,5627,7952,38256,11,16,Neutral,Not available,2,5,1,No,98837.0
1159,50.0,Other,91511.0,2,4,Minimalist,Rural,9.0,14.0,2,High,8564,2552,894,31615,20,8,Negative,Not available,5,5,3,Yes,15865.0
1160,53.0,Other,12214.0,12,5,Traditional,Urban,8.0,,1,Low,9275,8029,5330,42674,7,8,Neutral,Not available,5,2,5,No,119559.0
1161,58.0,Male,90731.0,10,1,Eclectic,Suburban,4.0,3.0,1,Low,4819,7647,6414,2927,18,13,Negative,Not available,5,5,2,Yes,73368.0
1162,47.0,Female,32127.0,18,7,Traditional,Urban,5.0,1.0,3,High,4364,4868,440,16512,4,14,Positive,Not available,1,4,5,Yes,
1163,61.0,Male,10141.0,22,8,Contemporary,Rural,7.0,17.0,3,Low,5318,5017,3193,9301,17,11,Neutral,Scarce,5,4,1,No,66039.0
1164,35.0,Male,33884.0,11,9,Contemporary,Urban,8.0,3.0,4,Low,12479,2812,3355,22313,11,6,Negative,Available,4,2,2,Yes,101939.0
1165,,Male,95421.0,16,8,Modern,Suburban,,14.0,1,Medium,8398,6077,1930,9457,11,16,Positive,Available,1,3,5,No,
1166,42.0,Female,7708.0,17,5,Modern,Urban,,,4,High,3452,9473,1176,6492,20,15,Negative,Available,1,2,1,Yes,104737.0
1167,45.0,Other,23375.0,19,3,Contemporary,Rural,10.0,13.0,1,Low,1425,1744,6125,4223,11,16,Positive,Not available,5,1,5,Yes,9428.0
1168,,Other,20088.0,18,9,Minimalist,Suburban,4.0,15.0,1,Low,14865,2916,4505,23511,15,13,Negative,Available,4,2,2,Yes,93783.0
1169,62.0,Other,62615.0,3,6,Minimalist,Urban,4.0,18.0,2,High,14507,6990,5471,22455,14,12,Neutral,Not available,2,2,2,Yes,118823.0
1170,58.0,Female,50046.0,21,5,Eclectic,Urban,8.0,,3,Medium,9799,6668,2960,34722,17,18,Neutral,Scarce,5,4,5,No,57557.0
1171,41.0,Other,15014.0,16,3,Modern,Suburban,1.0,3.0,1,High,3124,9667,7156,24434,2,18,Neutral,Available,1,1,3,No,100983.0
1172,61.0,Female,69425.0,6,6,Eclectic,Suburban,8.0,19.0,4,Medium,18684,6339,6389,31341,18,14,Neutral,Scarce,2,1,5,No,119039.0
1173,49.0,Other,,12,3,Modern,Rural,,8.0,3,Low,6015,9108,3690,43309,16,2,Neutral,Scarce,2,2,5,No,
1174,62.0,Other,52135.0,11,6,Contemporary,Suburban,1.0,,4,Medium,9657,8906,5618,16007,12,2,Negative,Not available,1,1,5,Yes,51923.0
1175,36.0,Male,35881.0,15,4,Minimalist,Rural,4.0,4.0,3,Medium,19348,9827,5191,35342,10,3,Negative,Available,2,1,3,No,166636.0
1176,47.0,Female,83077.0,15,2,Minimalist,Urban,2.0,19.0,3,High,11731,7597,2329,27799,16,8,Negative,Scarce,4,5,4,No,123602.0
1177,46.0,Male,,16,8,Contemporary,Rural,4.0,11.0,1,Low,19744,5509,5124,16674,3,11,Negative,Available,4,1,2,No,80511.0
1178,45.0,Male,79704.0,10,4,Eclectic,Urban,8.0,1.0,2,High,19423,2082,7513,16426,8,12,Neutral,Scarce,5,3,1,Yes,123410.0
1179,51.0,Male,57874.0,12,9,Eclectic,Suburban,5.0,8.0,1,High,17308,9424,2852,8095,22,4,Positive,Scarce,5,1,2,Yes,138714.0
1180,55.0,Female,74087.0,13,7,Traditional,Urban,1.0,15.0,3,Low,18568,8376,3911,45791,22,9,Neutral,Not available,2,4,2,Yes,110881.0
1181,30.0,Female,17297.0,4,2,Modern,Suburban,,1.0,1,High,15643,2927,5933,25104,2,17,Negative,Available,1,5,4,Yes,149921.0
1182,51.0,Other,32128.0,7,4,Eclectic,Urban,1.0,7.0,1,High,4934,6221,1340,4255,22,16,Neutral,Not available,4,4,2,Yes,107015.0
1183,64.0,Male,73368.0,22,5,Contemporary,Urban,9.0,11.0,3,Medium,12409,8923,614,34826,1,17,Neutral,Not available,3,4,2,No,155416.0
1184,58.0,Other,99019.0,2,3,Eclectic,Urban,3.0,14.0,3,High,9172,5430,7903,35725,14,15,Neutral,Not available,5,3,3,Yes,26214.0
1185,36.0,Male,92599.0,15,9,Minimalist,Urban,3.0,16.0,1,Low,1777,4853,3759,24032,4,7,Positive,Not available,4,5,3,No,174298.0
1186,31.0,Female,93499.0,8,5,Modern,Rural,,14.0,1,High,16905,8332,4472,5944,4,10,Neutral,Not available,2,2,3,Yes,158594.0
1187,34.0,Female,83958.0,7,2,Traditional,Urban,10.0,12.0,1,Medium,3418,5875,3325,38826,9,4,Neutral,Scarce,4,1,3,Yes,11680.0
1188,41.0,Female,,15,3,Modern,Rural,6.0,17.0,4,High,13454,902,3246,31497,3,14,Positive,Available,4,3,3,Yes,148579.0
1189,50.0,Male,,23,9,Minimalist,Suburban,6.0,14.0,1,High,3439,7067,7838,28723,5,14,Neutral,Available,2,3,1,Yes,122028.0
1190,,Female,16108.0,14,7,Minimalist,Suburban,1.0,10.0,4,High,8804,5365,3536,36287,1,14,Neutral,Not available,5,2,4,Yes,79955.0
1191,52.0,Male,36845.0,8,2,Minimalist,Rural,5.0,14.0,2,Medium,14023,8646,3980,12845,22,14,Neutral,Available,5,3,5,Yes,185079.0
1192,26.0,Other,7800.0,12,9,Minimalist,Suburban,6.0,18.0,4,Low,15826,564,6036,25297,19,18,Neutral,Scarce,3,2,3,No,
1193,25.0,Male,47712.0,13,4,Contemporary,Suburban,8.0,9.0,1,Low,14212,2737,7491,3570,1,15,Neutral,Not available,3,2,4,Yes,123273.0
1194,,Other,7610.0,11,9,Traditional,Urban,1.0,,2,Medium,2989,8270,5107,28503,10,19,Negative,Scarce,5,2,5,Yes,54353.0
1195,50.0,Male,82603.0,17,2,Minimalist,Urban,5.0,6.0,4,Medium,8868,9641,3406,8450,22,13,Neutral,Scarce,5,3,2,No,109289.0
1196,53.0,Other,38872.0,17,4,Minimalist,Urban,3.0,8.0,4,High,10258,672,1837,21271,12,12,Positive,Not available,5,2,2,Yes,49233.0
1197,45.0,Female,15728.0,4,5,Eclectic,Rural,2.0,13.0,3,Low,1944,8435,4172,41471,10,19,Neutral,Scarce,5,3,4,Yes,186937.0
1198,35.0,Other,25583.0,21,2,Traditional,Rural,8.0,18.0,2,Medium,19281,3175,2167,16898,2,19,Negative,Not available,4,5,1,No,143944.0
1199,64.0,Female,90774.0,8,1,Modern,Suburban,7.0,5.0,3,Low,6150,9942,5249,15389,16,2,Positive,Scarce,3,2,1,No,12839.0
1200,35.0,Female,12263.0,5,7,Traditional,Urban,10.0,6.0,2,High,19081,4505,7928,49182,8,3,Positive,Available,2,3,4,Yes,151724.0
1201,60.0,Other,72450.0,16,1,Traditional,Rural,7.0,19.0,4,Medium,12006,7044,1461,26463,14,10,Neutral,Available,1,3,1,Yes,142931.0
1202,63.0,Male,94285.0,4,8,Traditional,Rural,5.0,,3,Low,11680,9329,4220,1744,15,5,Negative,Available,2,3,1,Yes,169592.0
1203,64.0,Male,24456.0,22,3,Minimalist,Urban,9.0,7.0,1,Low,16204,1448,5993,23804,16,12,Neutral,Not available,1,1,2,Yes,83840.0
1204,59.0,Male,96118.0,15,6,Minimalist,Rural,5.0,4.0,4,High,2665,2194,4182,37282,11,7,Negative,Scarce,4,1,1,Yes,185338.0
1205,58.0,Male,70942.0,12,7,Contemporary,Urban,2.0,11.0,2,Medium,13811,5257,3056,11871,12,9,Negative,Scarce,3,2,1,Yes,
1206,48.0,Male,18689.0,5,1,Modern,Suburban,3.0,,2,Low,9951,6782,2212,14536,2,2,Neutral,Available,1,5,4,No,74516.0
1207,,Female,37934.0,23,6,Eclectic,Suburban,4.0,14.0,3,High,11349,642,564,24097,4,10,Negative,Available,5,2,1,No,175165.0
1208,29.0,Male,38276.0,16,7,Traditional,Suburban,5.0,13.0,3,Low,10543,6501,4728,1175,3,6,Neutral,Not available,4,4,3,No,188042.0
1209,,Female,24873.0,14,6,Modern,Urban,,10.0,2,High,10460,7152,6631,4217,9,12,Negative,Not available,1,4,3,No,54620.0
1210,60.0,Female,18050.0,10,4,Modern,Rural,7.0,18.0,4,Low,2785,5081,5482,16106,18,6,Positive,Scarce,5,5,4,Yes,5425.0
1211,44.0,Female,71216.0,7,1,Contemporary,Suburban,5.0,16.0,3,Low,6948,5587,5215,31359,19,3,Neutral,Not available,4,5,3,No,78677.0
1212,43.0,Other,89444.0,13,9,Eclectic,Suburban,5.0,,1,High,15498,1960,1602,47464,7,10,Negative,Not available,1,5,2,Yes,55727.0
1213,59.0,Other,89040.0,20,4,Traditional,Suburban,6.0,8.0,2,Medium,19991,4387,5961,23357,4,9,Positive,Not available,5,1,4,Yes,186057.0
1214,41.0,Female,26644.0,5,7,Eclectic,Rural,7.0,14.0,1,High,3630,8984,1494,43354,6,5,Positive,Available,3,1,1,No,183156.0
1215,58.0,Other,67021.0,3,7,Contemporary,Rural,10.0,5.0,2,Medium,8660,1337,1826,39570,19,3,Positive,Available,4,4,3,Yes,74642.0
1216,33.0,Male,42125.0,15,2,Minimalist,Urban,10.0,8.0,1,Low,1238,9729,3904,8034,1,5,Positive,Scarce,1,5,2,No,90623.0
1217,50.0,Male,,4,1,Modern,Suburban,8.0,6.0,4,Low,14891,6346,4694,17263,16,8,Neutral,Not available,5,3,4,No,6408.0
1218,26.0,Female,,15,8,Traditional,Rural,9.0,16.0,2,High,10338,8963,2548,43180,11,8,Negative,Available,3,4,4,No,60337.0
1219,33.0,Male,,14,8,Minimalist,Urban,4.0,4.0,4,High,10749,2869,1458,9776,22,14,Positive,Not available,5,5,1,No,
1220,33.0,Female,6538.0,20,7,Contemporary,Suburban,5.0,12.0,3,Medium,11349,9497,4667,44822,4,17,Negative,Scarce,3,3,5,No,175235.0
1221,64.0,Female,41176.0,19,8,Eclectic,Rural,5.0,11.0,2,Medium,14582,3674,4930,10812,18,11,Negative,Not available,1,5,3,Yes,132948.0
1222,41.0,Male,46520.0,13,3,Modern,Rural,8.0,3.0,4,Medium,12643,6485,3813,20739,23,16,Negative,Scarce,5,2,2,No,20843.0
1223,25.0,Other,30675.0,10,2,Traditional,Urban,9.0,12.0,1,High,13245,1382,7554,27925,5,6,Neutral,Scarce,5,3,4,Yes,185436.0
1224,49.0,Male,23287.0,21,7,Minimalist,Suburban,7.0,5.0,4,Low,8899,9523,2378,20575,22,11,Neutral,Available,2,2,3,Yes,33477.0
1225,,Male,5174.0,5,8,Minimalist,Suburban,5.0,6.0,2,High,8145,3671,1444,23231,6,10,Positive,Not available,4,1,2,Yes,126099.0
1226,49.0,Female,97268.0,23,1,Modern,Rural,3.0,19.0,4,Low,6861,2540,368,12399,2,9,Negative,Available,5,4,2,Yes,
1227,,Female,,20,9,Eclectic,Suburban,1.0,18.0,1,High,14051,7232,4017,48731,12,15,Neutral,Not available,3,5,4,No,163402.0
1228,59.0,Female,58312.0,20,4,Contemporary,Urban,9.0,16.0,1,High,17632,6872,7326,24100,22,7,Neutral,Not available,4,4,3,Yes,99747.0
1229,27.0,Female,17112.0,6,4,Eclectic,Rural,5.0,11.0,1,Medium,13321,6485,3308,11768,9,18,Neutral,Scarce,1,5,2,No,173641.0
1230,61.0,Other,80225.0,4,3,Eclectic,Rural,9.0,5.0,3,Low,5323,8062,1126,34299,20,1,Positive,Scarce,4,2,4,Yes,53114.0
1231,54.0,Other,49814.0,2,6,Eclectic,Urban,10.0,9.0,2,High,3860,6400,7963,12357,12,15,Neutral,Not available,2,3,3,No,72294.0
1232,62.0,Other,90091.0,22,1,Modern,Rural,4.0,3.0,1,High,18107,8465,7367,2437,13,2,Negative,Available,1,3,3,No,43548.0
1233,58.0,Female,55719.0,16,6,Modern,Suburban,5.0,8.0,3,Low,15919,5816,1469,25946,22,2,Neutral,Scarce,5,5,4,No,67598.0
1234,36.0,Female,,18,2,Contemporary,Suburban,4.0,6.0,1,High,1569,8965,1283,21888,23,10,Neutral,Scarce,1,2,3,No,99705.0
1235,43.0,Female,,5,9,Eclectic,Rural,2.0,4.0,4,Low,9411,1089,7800,6502,17,15,Positive,Not available,1,5,5,No,147332.0
1236,61.0,Other,76569.0,22,2,Modern,Urban,1.0,12.0,2,Medium,10586,9274,4876,41376,5,10,Negative,Not available,2,5,2,Yes,37350.0
1237,41.0,Female,46328.0,4,7,Contemporary,Urban,8.0,12.0,4,Medium,3122,5563,4277,6566,20,19,Neutral,Scarce,3,5,2,Yes,177813.0
1238,34.0,Male,75482.0,13,1,Contemporary,Suburban,4.0,16.0,3,Low,15409,4133,3634,42576,13,13,Negative,Available,1,3,3,Yes,103214.0
1239,36.0,Male,29618.0,19,7,Eclectic,Urban,5.0,10.0,4,Medium,4089,2490,2640,5014,13,11,Negative,Scarce,3,5,4,Yes,133885.0
1240,40.0,Female,39675.0,23,5,Traditional,Rural,6.0,14.0,4,Low,15242,7015,2315,14613,10,2,Neutral,Not available,4,3,1,No,50181.0
1241,48.0,Male,23919.0,2,8,Eclectic,Rural,8.0,13.0,1,High,8210,1758,1752,41167,15,13,Positive,Scarce,2,1,3,Yes,131310.0
1242,43.0,Male,9173.0,13,4,Traditional,Suburban,8.0,9.0,4,High,17433,3366,2433,34699,15,1,Negative,Not available,5,2,1,Yes,88446.0
1243,32.0,Other,31400.0,11,7,Contemporary,Suburban,7.0,7.0,1,Low,1514,4238,1339,36233,18,5,Neutral,Scarce,1,1,3,Yes,136912.0
1244,55.0,Female,,22,6,Modern,Suburban,4.0,,1,High,11983,1071,7171,49391,18,7,Negative,Not available,3,5,1,Yes,198494.0
1245,45.0,Female,75305.0,4,5,Minimalist,Urban,6.0,,2,Medium,11970,9236,5023,22814,2,13,Negative,Not available,1,3,3,Yes,
1246,41.0,Other,42564.0,22,4,Contemporary,Rural,4.0,18.0,3,High,11810,4722,4513,24386,23,13,Negative,Available,2,2,4,No,17299.0
1247,47.0,Male,50814.0,20,7,Modern,Rural,7.0,4.0,3,High,11029,1137,6713,47776,11,6,Neutral,Not available,5,4,1,No,55652.0
